Title,Price,Address,Details
4 bedroom semi-detached duplex for sale,"₦350,000,000","Ogba, Ikeja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦850,000,000","Banana Island, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦45,050,000per annum","Banana Island Estate, Banana Island, Ikoyi, Lagos",N/A
Warehouse for sale,"₦600,000,000","Badore, Ajah, Lagos",N/A
Office space for rent,"$645per square meter / per annumapprox. ₦900,439","Old Ikoyi, Ikoyi, Lagos",N/A
1 bedroom flat / apartment for rent,"₦17,999,999per annum","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"₦1,050,000,000","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦29,999,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
2 bedroom terraced duplex short let,"₦280,000per day","Old Ikoyi, Ikoyi, Lagos",N/A
1 bedroom flat / apartment for rent,"₦3,500,000per annum","Ikota, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦1,450,000,000","Off Banana Island Road, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦3,700,000per annum","Ilaje Mobile Road, Ajah, Lagos",N/A
4 bedroom terraced duplex for rent,"₦70,000,000per annum","Off Banana Island Road, Ikoyi, Lagos",N/A
Office space for rent,"₦1,250,000per square meter / per annum","Ikoyi, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦17,000,000per annum","Apo Dutse, Apo, Abuja",N/A
4 bedroom terraced duplex for rent,"₦35,000,000per annum","Off Ahmadu Bello Way, Victoria Island (VI), Lagos",N/A
3 bedroom terraced duplex short let,"₦500,000","Off Bourdillon, Ikoyi, Lagos",N/A
4 bedroom flat / apartment for rent,"₦55,005,555per annum","Ikoyi, Lagos",N/A
Self contain (single rooms) for rent,"₦1,200,000per annum","Ikota Villa, Lekki, Lagos",N/A
Land for sale,"₦2,500,000","Owerri Municipal, Imo",N/A
1 bedroom mini flat (room and parlour) for sale,"₦185,000,000","Ahmadu Bello Way, Victoria Island (VI), Lagos",N/A
3 bedroom flat / apartment for rent,"₦25,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Residential land joint venture,"₦600,000,000","Ilasan, Ikate, Ikate Elegushi, Lekki, Lagos",N/A
5 bedroom terraced duplex for rent,"₦90,000,050per annum","Banana Island, Ikoyi, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦80,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for sale,"₦850,000,000","Banana Island, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦35,000,000per annum","Off Awolowo Road, Falomo, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦50,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom flat / apartment for sale,"₦1,000,000,000","Old Ikoyi, Old Ikoyi, Ikoyi, Lagos",N/A
5 bedroom terraced duplex for rent,"₦144,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦29,999,999per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦39,999,900per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom terraced duplex for rent,"₦34,990,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦2,150,000,000","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom terraced duplex for rent,"₦35,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
Office space for rent,"$645per square meter / per annumapprox. ₦900,439","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦7,000,000per annum","Ikota Villa Estate, Ikota, Lekki, Lagos",N/A
1 bedroom flat / apartment for rent,"₦2,000,000per annum","Silver Land Estate, Thera Annex, Ajah, Lagos",N/A
4 bedroom flat / apartment for sale,"₦150,000,000","Prince And Princess Estate Junction, Durumi, Abuja",N/A
3 bedroom flat / apartment for rent,"₦23,000,000per annum","1004 Estate, Victoria Island (VI), Lagos",N/A
3 bedroom flat / apartment for rent,"₦6,000,000per annum","Surulere, Surulere, Lagos",N/A
2 bedroom flat / apartment for rent,"₦17,000,000per annum","Off Freedom Way, Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom block of flats for sale,"₦250,000,000","Allen, Ikeja, Lagos",N/A
Mixed-use land for sale,"₦3,400,000,000","Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦50,000,000per annum","Banana Island Estate, Banana Island, Ikoyi, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦30,000,000per annum","Parkview, Ikoyi, Lagos",N/A
Block of flats for sale,"₦350,000,000","Victory Estate, Ago Palace, Isolo, Lagos",N/A
3 bedroom flat / apartment for rent,"₦3,500,000per annum","Aguda, Surulere, Lagos",N/A
3 bedroom flat / apartment for rent,"₦39,999,999per annum","Old Ikoyi, Ikoyi, Lagos",N/A
4 bedroom flat / apartment for rent,"₦53,500,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦49,999,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦45,000,000per annum","Old Ikoyi, Ikoyi, Lagos",N/A
6 bedroom detached duplex for sale,"₦2,450,000,000","Old Ikoyi, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦3,500,000per annum","By Coastal Road, Okun-Ajah, Ajah, Lagos",N/A
Residential land for sale,"₦35,000,000","Greenish Court Estate, Okun Mopo, By Ogombo Road, Okun-Ajah, Ajah, Lagos",N/A
3 bedroom flat / apartment for rent,"₦5,500,000per annum","Sangotedo, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦6,000,000per annum","Gaduwa District Abuja, Gaduwa, Abuja",N/A
4 bedroom terraced duplex for rent,"₦35,000,000per annum","Off Awolowo Road, Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,700,000per annum","Jibril Estate, Behind Dkk, Close To Blenco, Ajah, Lagos",N/A
3 bedroom flat / apartment for rent,"₦15,000,000per annum","Utako, Abuja",N/A
4 bedroom detached duplex for rent,"₦12,000,000per annum","By Cedercrest Hospital, Apo, Abuja",N/A
3 bedroom flat / apartment for rent,"₦37,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
Land for sale,"₦400,000per square meter","Twin Lakes, Chevron, Lekki, Lagos",N/A
80 bedroom hotel / guest house for sale,"₦16,000,000,000","Lekki Phase 1, Lekki, Lagos",N/A
Office space for rent,"$650,000per square meter / per annumapprox. ₦907,419,455","Banana Island, Ikoyi, Lagos",N/A
Office space for rent,"$650,000per square meter / per annumapprox. ₦907,419,455","Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦40,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
4 bedroom terraced duplex for rent,"₦55,000,000per annum","Banana Island Estate, Banana Island, Ikoyi, Lagos",N/A
3 bedroom flat / apartment for rent,"₦6,000,000per annum","Off Okeona Street, Kilo, Surulere, Lagos",N/A
2 bedroom flat / apartment for rent,"₦54,999,999per annum","Old Ikoyi, Ikoyi, Lagos",N/A
Plaza / complex / mall for sale,"₦4,600,000,000","Ikota, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Ikate, Lekki, Lagos",N/A
Commercial property for rent,"$500,000per annumapprox. ₦698,014,965","Victoria Island (VI), Lagos",N/A
5 bedroom detached duplex for sale,"$1,500,000approx. ₦2,094,044,895","Guzape District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦900,000,000","Aso Drive, Asokoro District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦542,000,000","Jahi, Abuja",N/A
5 bedroom terraced duplex for sale,"₦1,500,000,000","Guzape District, Abuja",N/A
4 bedroom semi-detached duplex for sale,"₦130,000,000","Abraham Adesanya, Ajah, Lagos",N/A
4 bedroom terraced duplex for rent,"₦30,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
Commercial property for sale,"₦8,000,000,000","Victoria Island (VI), Lagos",N/A
5 bedroom detached duplex for sale,"₦300,000,000","Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"₦3,500,000,000","Aso Villa, Asokoro District, Abuja",N/A
6 bedroom detached duplex for sale,"₦2,080,000,000","Colorado Street, Maitama District, Abuja",N/A
Block of flats for sale,"₦229,000,000","7 Wuraola Adebola Close, Royal Palmwill Estate , Remlek Bus Stop,, Badore, Ajah, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦350,000,000","Ogba, Ikeja, Lagos",N/A
3 bedroom flat / apartment for rent,"₦16,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000per annum","Osapa, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦15,000,000per annum","Ikate Elegushi, Lekki, Lagos",N/A
3 bedroom flat / apartment joint venture,"₦8,000,000,000","Oniru, Victoria Island (VI), Lagos",N/A
3 bedroom flat / apartment for rent,"₦2,500,000per annum","Badore, Badore, Ajah, Lagos",N/A
Residential land for sale,"₦250,000,000","Arowojobe Estate, Mende, Maryland, Lagos",N/A
Block of flats for sale,"₦45,000,000","Bode, Bashorun, New Bodija, Ibadan, Oyo",N/A
Residential land for sale,"₦60,000,000","Bodija, New Bodija, Ibadan, Oyo",N/A
3 bedroom house for sale,"$825,000approx. ₦1,151,724,692","Old Ikoyi, Ikoyi, Lagos",N/A
Self contain (single rooms) for rent,"₦1,000,000per annum","Ikota Villa Estate, Ikota, Lekki, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦100,000,000per annum","Banana Island, Ikoyi, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦1,800,000per annum","Badore, Ajah, Lagos",N/A
3 bedroom terraced duplex for sale,"₦165,000,000","Atican Beachview Estate, Ajah, Lagos",N/A
Self contain (single rooms) for rent,"₦2,500,000per annum","By Ebitu Ukiwe, Jabi, Abuja",N/A
Self contain (single rooms) for rent,"₦1,600,000per annum","Chevron Drive, Lekki, Lagos",N/A
Shop for rent,"₦10,000,000per annum","Chevron Drive, Lekki, Lagos",N/A
2 bedroom detached bungalow for sale,"₦30,000,000","Igesu, Ayobo, Lagos",N/A
5 bedroom terraced duplex for sale,"₦280,000,000","By Coza Main Guzape, Guzape District, Abuja",N/A
5 bedroom detached duplex for sale,"₦395,000,000","Orchid, Lekki, Lagos",N/A
4 bedroom house for sale,"₦1,050,000,000","Parkview, Ikoyi, Lagos",N/A
5 bedroom detached duplex for sale,"₦120,000,000","Ikeja GRA, Ikeja, Lagos",N/A
4 bedroom terraced duplex for sale,"₦240,000,000","Ogba, Ikeja, Lagos",N/A
4 bedroom detached duplex for sale,"₦180,000,000","Ogba, Ikeja, Lagos",N/A
Self contain (single rooms) short let,"₦45,000per day","22 Sule Abuka Street, Beside Gtbank Plc, Opebi, Ikeja, Lagos",N/A
1 bedroom flat / apartment short let,"₦90,000per day","22, Sule Abuka Street, Beside Gtbank Plc, Opebi, Ikeja, Lagos",N/A
1 bedroom flat / apartment short let,"₦85,000per day","22, Sule Abuka Street, Opebi, Ikeja, Lagos",N/A
Restaurant / bar short let,"₦150,000","22, Sule Abuka Str., Off Opebi Road, Beside Gtbank, Ikeja-lagos, Opebi, Ikeja, Lagos",N/A
3 bedroom flat / apartment short let,"₦200,000per day","22, Sule Abuka Street, Opebi, Ikeja, Lagos",N/A
4 bedroom terraced duplex for sale,"₦650,000,000","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦7,000,000per annum","Harris Drive, VGC, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦1,600,000per annum","Pannvilla Estate, Abijo, Sangotedo, Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"₦300,000,000","Ologolo, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦370,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",N/A
2 bedroom flat / apartment for rent,"₦4,000,000per annum","Ikota, Lekki, Lagos",N/A
4 bedroom terraced duplex for sale,"₦100,000,000","Lekki County Estate, Ikota, Lekki, Lagos",N/A
3 bedroom terraced duplex for sale,"₦195,000,000","Ikate, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦160,000,000","Ajah, Lagos",N/A
Self contain (single rooms) short let,"₦32,000per day","Safari Court Estate A2, Idu Industrial, Abuja",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Chevron Drive, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦8,000,000per annum","Utako, Abuja",N/A
3 bedroom flat / apartment for sale,"₦280,000,000","Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦135,000per day","22, Sule Abuka Street, Opebi, Ikeja, Lagos",N/A
2 bedroom flat / apartment short let,"₦160,000per day","22, Sule Abuka Street, Beside Gt Bank, Opebi, Ikeja, Lagos",N/A
Residential land for sale,"₦1,500,000,000","Opebi, Ikeja, Lagos",N/A
6 bedroom detached duplex for sale,"₦400,000,000","Osapa, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦450,000,000","Osapa, Lekki, Lagos",N/A
3 bedroom flat / apartment for sale,"₦130,000,000","GRA Phase 1, Magodo, Lagos",N/A
Land for sale,"₦350,000,000","Abule Egba, Agege, Lagos",N/A
5 bedroom detached duplex for sale,"₦330,000,000","VGC, Lekki, Lagos",N/A
4 bedroom detached bungalow for sale,"₦55,000,000","Sangotedo, Ajah, Lagos",N/A
Residential land for sale,"₦80,000,000","Katampe (Main), Katampe, Abuja",N/A
Self contain (single rooms) for rent,"₦550,000per annum","Off Muniru Estate, Ogombo, Ajah, Lagos",N/A
Mixed-use land for sale,"₦1,600,000per plot","Imureire Village, Off Oriba / Mayinre Road, Eleranigbe, Ibeju Lekki, Lagos",N/A
4 bedroom semi-detached duplex for rent,"₦15,000,000per annum","Off Lekki County, Ikota, Lekki, Lagos",N/A
6 bedroom detached duplex for sale,"₦650,000,000","Kado, Abuja",N/A
4 bedroom terraced duplex for sale,"₦750,000,000","Kado, Abuja",N/A
3 bedroom flat / apartment for rent,"₦50,000,000per annum","Ikoyi, Lagos",N/A
2 bedroom flat / apartment for rent,"₦2,100,000per annum","Harmony Estate, Langbasa, Ajah, Lagos",N/A
4 bedroom terraced duplex for sale,"₦950,000,000","Maitama District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦400,000,000","Guzape District, Abuja",N/A
4 bedroom terraced duplex for sale,"₦275,000,000","Millennium Estate, Gbagada, Lagos",N/A
1 bedroom flat / apartment short let,"₦50,000per day","Chevron, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦60,000,000per annum","Ikeja GRA, Ikeja, Lagos",N/A
4 bedroom terraced duplex for sale,"₦350,000,000","Opebi, Ikeja, Lagos",N/A
5 bedroom semi-detached duplex for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦14,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦25,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦15,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦200,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦160,000,000","Lekki Phase 1, Lekki, Lagos",N/A
2 bedroom flat / apartment for sale,"₦290,000,000","Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦680,000,000","Orchid Road, Lekki Expressway, Lekki, Lagos",N/A
Block of flats for sale,"₦350,000,000","Off Agbe Road, New Oko-Oba, Agege, Lagos",N/A
4 bedroom terraced duplex for sale,"₦110,000,000","Ikota, Lekki, Lagos",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,000,000per annum","Off Ado Road, Ajah, Lagos",N/A
4 bedroom detached duplex for rent,"₦13,000,000per annum","Hillview Estate Maitama 2, Maitama District, Abuja",N/A
2 bedroom flat / apartment for rent,"₦6,000,000per annum","Chevron Drive, Lekki, Lagos",N/A
Detached duplex for sale,"₦250,000,000","Surulere, Lagos",N/A
Self contain (single rooms) for sale,"₦11,000,000","Abeokuta South, Ogun",N/A
4 bedroom terraced duplex for sale,"₦140,000,000","Orchid Road, Lekki, Lagos",N/A
Shop for rent,"₦3,000,000per annum","Ishaga Road, Surulere, Lagos",N/A
3 bedroom flat / apartment for sale,"₦380,000,000","Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom semi-detached duplex for sale,"₦350,000,000","Gra, Ogba, Ikeja, Lagos",N/A
3 bedroom flat / apartment for sale,"₦240,000,000","Allen Avenue, Allen, Ikeja, Lagos",N/A
5 bedroom terraced duplex for rent,"₦30,000,000per annum","Lekki Phase 1, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦20,000,000per annum","Oniru Estate, Oniru, Victoria Island (VI), Lagos",N/A
Land for sale,"₦5,000,000per square meter","3rd Avenue, Banana Island, Ikoyi, Lagos",N/A
3 bedroom terraced duplex for sale,"₦130,000,000","Fagba, Agege, Lagos",N/A
2 bedroom flat / apartment for sale,"₦45,000,000","Sangotedo, Ajah, Lagos",N/A
3 bedroom flat / apartment for sale,"₦265,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
4 bedroom house for sale,"₦425,000,000","Adeniyi Jones, Ikeja, Lagos",N/A
Residential land for sale,"₦15,000,000","Isheri Osun Off Jakande Estate, Oke Afa, Isolo, Lagos",N/A
3 bedroom flat / apartment for rent,"₦3,500,000per annum","Omotayo, Ori-oke, Ogudu, Lagos",N/A
4 bedroom terraced duplex for sale,"₦210,000,000","New Oko-Oba, Agege, Lagos",N/A
Self contain (single rooms) for sale,"₦55,000,000","Surulere, Lagos",N/A
4 bedroom detached duplex for sale,"₦320,000,000","Orchid, Lekki, Lagos",N/A
2 bedroom flat / apartment for rent,"₦25,000,000per annum","Ikoyi, Lagos",N/A
3 bedroom block of flats for sale,"₦150,000,000","Gbagada, Lagos",N/A
4 bedroom detached bungalow for sale,"₦80,000,000","Harmony Estate, Enugu, Enugu",N/A
5 bedroom detached duplex for sale,"₦210,000,000","Uwani, Enugu, Enugu",N/A
2 bedroom flat / apartment short let,"₦110,000per day","Oluyole, Ibadan, Oyo",N/A
1 bedroom mini flat (room and parlour) for rent,"₦2,000,000per annum","Off Ado Road, Ajah, Lagos",N/A
5 bedroom semi-detached duplex for sale,"₦650,000,000","Olowo-eko Close, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for rent,"₦40,000,000per annum","Ikeja GRA, Ikeja, Lagos",N/A
1 bedroom flat / apartment short let,"₦120,000per day","Serene Estate, Lekki Phase 1, Lekki, Lagos",N/A
4 bedroom terraced duplex for rent,"₦15,000,000per annum","Ologolo, Lekki Phase 1, Lekki, Lagos",N/A
5 bedroom detached duplex for sale,"₦500,000,000","Ologolo, Lekki, Lagos",N/A
3 bedroom flat / apartment for rent,"₦3,000,000per annum","Ogombo, Ajah, Lagos",N/A
1 bedroom flat / apartment for rent,"₦1,300,000per annum","Mobil Road, Ilaje, Ajah, Lagos",N/A
5 bedroom detached duplex for sale,"₦600,000,000","Ikota, Lekki, Lagos",N/A
Land for sale,"₦950,000,000","Cowrie Creek Estate, Ikate, Lekki, Lagos",N/A
Residential land for sale,"₦920,000,000","Cowrie Creek Estate, Ikate, Lekki, Lagos",N/A
2 bedroom flat / apartment short let,"₦210,000per day","Ilasan, Ikate, Lekki, Lagos",N/A
4 bedroom detached duplex for sale,"₦550,000,000","Ojo, Lagos",N/A
8 bedroom detached duplex for sale,"₦3,000,000,000","Main, Asokoro District, Abuja",N/A
Commercial land for sale,"₦5,500,000,000","Main, Guzape District, Abuja",N/A
Land for sale,"₦520,000,000","Chevron Toll Gate, Lekki, Lagos",N/A
Residential land for sale,"₦1,500,000,000","Maitama Main, Maitama District, Abuja",N/A
